Quarter Section,Tract,Land Use,Land ID,2014 Issue,2015 Issue,2016 Issue,2016 Recommendation,2017 Issue,2017 Recommendation,2018 Issue,2018 Recommendation,Recommendation Rationale,Year 5 PCEM Status,VEC,GIS,Topic
NE 25‐06‐28 W2M,BESK‐0585.1,Native prairie,LAND ID 678,‐‐‐,"Erosion (wind, water)_1","Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",Repair,Not expected to recover without repair.,REPAIR,,,
NE 25‐06‐28 W2M,BESK‐0585.1,Native prairie,LAND ID 678,‐‐‐,Vegetation establishment_1,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,No Further Action Recommended.,Land capability is equivalent to off‐RoW conditions.,REPAIR,,,
NE 25‐06‐28 W2M,BESK‐0585.2,Improved Pasture,LAND ID 679,‐‐‐,Weed concern_1,Weed concern_1,Repair Year 3,Weed concern_1,Monitor Year 5,Weed concern_1,No Further Action Recommended.,Land capability is equivalent to off‐RoW conditions.,RESOLVED,,,
NW 30‐06‐27 W2M,BESK‐0586.1,Hay,LAND ID 681,Weed concern,‐‐‐,Weed concern_1,Repair Year 3,Weed concern_1,Monitor Year 5,Weed concern_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
SW 30‐06‐27 W2M,BESK‐0587.1,Cultivated,LAND ID 683,"Erosion (wind, water)",‐‐‐,"Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",Resolved,Landscape feature not observed to be an issue during Year 5 PCEM.,RESOLVED,,,
SW 30‐06‐27 W2M,BESK‐0587.1,Cultivated,LAND ID 683,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Resolved,Land under fallow,RESOLVED,,,
SE 30‐06‐27 W2M,BESK‐0588.1,Cultivated,LAND ID 684,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Contouring_1,No Further Action Recommended.,Issue not recommended for repair.,RESOLVED,,,
SE 30‐06‐27 W2M,BESK‐0588.1,Cultivated,LAND ID 684,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NE 19‐06‐27 W2M,BESK‐0589.1,Hay,LAND ID 685,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NE 20‐06‐27 W2M,BESK‐0590.2,Hay,LAND ID 687,Weed concern,‐‐‐,Weed concern_1,Repair Year 3,Weed concern_1,Monitor Year 5,Weed concern_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NE 22‐06‐27 W2M,BESK‐0594.0,Cultivated,LAND ID 693a,‐‐‐,‐‐‐,Admixing_1,Monitor Year 5,‐‐‐,‐‐‐,Admixing_1,No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
NW 24‐06‐27 W2M,BESK‐0601.0,Cultivated,LAND ID 697,"Erosion (wind, water)",‐‐‐,"Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",Resolved,Land under fallow,RESOLVED,,,
NW 24‐06‐27 W2M,BESK‐0601.0,Cultivated,LAND ID 697,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Resolved,Land under fallow,RESOLVED,,,
NW 24‐06‐27 W2M,BESK‐0601.0,Cultivated,LAND ID 697,Incomplete PCEM assessment,‐‐‐,Incomplete PCEM assessment,Monitor Year 5,‐‐‐,‐‐‐,Incomplete PCEM assessment,Resolved,Land under fallow,RESOLVED,,,
NW 19‐06‐26 W2M,BESK‐0603.0,Cultivated,LAND ID 700,Incomplete PCEM assessment,‐‐‐,Incomplete PCEM assessment,Monitor Year 5,‐‐‐,‐‐‐,Incomplete PCEM assessment,Resolved,Incomplete Year 1&3 assessment due to land under fallow.,RESOLVED,,,
,,Hay,LAND ID 701,Weed concern,‐‐‐,Weed concern_1,Monitor Year 5,‐‐‐,‐‐‐,Weed concern_1,No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
,,Hay,LAND ID 701,Seed Catch,‐‐‐,Vegetation establishment_1,Repair Year 3,Vegetation establishment_1,Resolved,‐‐‐,‐‐‐,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NW 20‐06‐26 W2M,BESK‐0605.3,Cultivated,LAND ID 704,"Erosion (wind, water)",‐‐‐,"Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",Resolved,Landscape feature not observed to be an issue during Year 5 PCEM.,RESOLVED,,,
NW 20‐06‐26 W2M,BESK‐0605.3,Cultivated,LAND ID 704,Incomplete PCEM assessment,‐‐‐,Incomplete PCEM assessment,Monitor Year 5,‐‐‐,‐‐‐,Incomplete PCEM assessment,Resolved,Incomplete Year 1&3 assessment due to land under fallow.,RESOLVED,,,
NW 21‐06‐26 W2M,BESK‐0607.0,Cultivated,LAND ID 708,‐‐‐,‐‐‐,"Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",No Further Action Recommended.,Issue not recommended for repair.,RESOLVED,,,
NE 21‐06‐26 W2M,BESK‐0608.0,Cultivated,LAND ID 709,‐‐‐,‐‐‐,"Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
NE 21‐06‐26 W2M,BESK‐0608.0,Cultivated,LAND ID 709,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Weed concern_2,No Further Action Recommended.,Land capability is equivalent to off‐RoW conditions.,RESOLVED,,,
NE 21‐06‐26 W2M,BESK‐0608.0,Cultivated,LAND ID 709,‐‐‐,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NE 21‐06‐26 W2M,BESK‐0608.0,Cultivated,LAND ID 709,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Vegetation establishment_2,No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
NW 22‐06‐26 W2M,BESK‐0609.0,Hay,LAND ID 710,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Contouring_1,Repair,Not expected to recover without repair.,REPAIR,,,
NW 22‐06‐26 W2M,BESK‐0609.0,Hay,LAND ID 710,‐‐‐,‐‐‐,Vegetation establishment_1,Monitor year 4,Vegetation establishment_1,Resolved,‐‐‐,‐‐‐,Vegetation and soil parameters are similar to off‐RoW.,REPAIR,,,
NW 22‐06‐26 W2M,BESK‐0609.0,Hay,LAND ID 710,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Contouring_2,No Further Action Recommended.,Cattle compounded issue.,REPAIR,,,
NE 22‐06‐26 W2M,BESK‐0610.0,Hay,LAND ID 711,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor year 4,Vegetation establishment_1,Resolved,‐‐‐,‐‐‐,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NE 23‐06‐26 W2M,BESK‐0612.0,Cultivated,LAND ID 714,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,"Erosion (wind, water)_2",Repair,Not expected to recover without repair.,REPAIR,,,
NW 24‐06‐26 W2M,BESK‐0613.0,Hay,LAND ID 715,‐‐‐,‐‐‐,"Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",Resolved,Landscape feature not observed to be an issue during Year 5 PCEM.,RESOLVED,,,
NW 24‐06‐26 W2M,BESK‐0613.0,Hay,LAND ID 715,Seed Catch,‐‐‐,Vegetation establishment_1,Repair Year 3,Vegetation establishment_1,Resolved,‐‐‐,‐‐‐,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NW 19‐06‐25 W2M,BESK‐0615.0,Improved Pasture,LAND ID 717,"Erosion (wind, water)",‐‐‐,"Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",No Further Action Recommended.,Cattle compounded issue.,RESOLVED,,,
NW 09‐06‐25 W2M,BESK‐0623.1,Cultivated,LAND ID 726,‐‐‐,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NW 10‐06‐25 W2M,BESK‐0625.0,Cultivated,LAND ID 728,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NW 12‐06‐25 W2M,BESK‐0630.0,Improved Pasture,LAND ID 732,Weed concern,‐‐‐,Weed concern_1,Monitor Year 5,‐‐‐,‐‐‐,Weed concern_1,Repair,Not expected to recover without repair.,REPAIR,,,
NW 12‐06‐25 W2M,BESK‐0630.0,Improved Pasture,LAND ID 732,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Repair,Not expected to recover without repair.,REPAIR,,,
NW 07‐06‐24 W2M,BESK‐0632.0,Hay,LAND ID 736,Weed concern,‐‐‐,Weed concern_1,Repair Year 3,Weed concern_1,Resolved,‐‐‐,‐‐‐,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
SW 05‐06‐24 W2M,BESK‐0637.0,Cultivated,LAND ID 742,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Contouring_1,No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
SW 05‐06‐24 W2M,BESK‐0637.0,Cultivated,LAND ID 742,"Erosion (wind, water)",‐‐‐,"Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
SW 05‐06‐24 W2M,BESK‐0637.0,Cultivated,LAND ID 742,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Weed concern_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
SW 05‐06‐24 W2M,BESK‐0637.0,Cultivated,LAND ID 742,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Resolved,Incomplete Year 1&3 assessment due to land under fallow.,RESOLVED,,,
,,,,Incomplete PCEM assessment,‐‐‐,Incomplete PCEM assessment,Monitor Year 5,‐‐‐,‐‐‐,Incomplete PCEM assessment,Resolved,Incomplete Year 1&3 assessment due to land under fallow.,,,,
SE 05‐06‐24 W2M,BESK‐0638.0,Hay,LAND ID 743,‐‐‐,‐‐‐,Crowning_1,Monitor Year 5 ‐ Wetland,‐‐‐,‐‐‐,Crowning_1,No Further Action Recommended.,Issue not recommended for repair.,RESOLVED,,,
SE 05‐06‐24 W2M,BESK‐0638.0,Hay,LAND ID 743,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Incomplete PCEM assessment,Resolved,Incomplete Year 1&3 assessment due to land under fallow.,RESOLVED,,,
SE 05‐06‐24 W2M,BESK‐0638.0,Cultivated,LAND ID 744,"Erosion (wind, water)",‐‐‐,"Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",Resolved,Land under fallow,RESOLVED,,,
SE 05‐06‐24 W2M,BESK‐0638.0,Cultivated,LAND ID 744,Incomplete PCEM assessment,‐‐‐,Incomplete PCEM assessment,Monitor Year 5,‐‐‐,‐‐‐,Incomplete PCEM assessment,Resolved,Land under fallow,RESOLVED,,,
SE 04‐06‐24 W2M,BESK‐0640.0,Native prairie,LAND ID 747,‐‐‐,Weed concern_1,Weed concern_1,Monitor Year 5,‐‐‐,‐‐‐,Weed concern_1,Repair,Not expected to recover without repair.,REPAIR,,,
SE 04‐06‐24 W2M,BESK‐0640.0,Native prairie,LAND ID 747,‐‐‐,Vegetation establishment_1,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,No Further Action Recommended.,Cattle compounded issue.,REPAIR,,,
SW 03‐06‐24 W2M,BESK‐0641.0,Native prairie,LAND ID 748,Weed concern,‐‐‐,Weed concern_1,Monitor Year 5,‐‐‐,‐‐‐,Weed concern_1,No Further Action Recommended.,Conditions stable,RESOLVED,,,
NW 34‐05‐24 W2M,BESK‐0642.0,Native prairie,LAND ID 749,‐‐‐,‐‐‐,Subsidence_1,Monitor Year 5 ‐ Wetland,‐‐‐,‐‐‐,Subsidence_1,No Further Action Recommended.,Cattle compounded issue.,RESOLVED,,,
NW 34‐05‐24 W2M,BESK‐0642.0,Native prairie,LAND ID 749,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Vegetation establishment_2,No Further Action Recommended.,Cattle compounded issue.,RESOLVED,,,
NW 27‐05‐24 W2M,BESK‐0644.0,Hay,LAND ID 752,Weed concern,‐‐‐,Weed concern_1,Monitor Year 5,‐‐‐,‐‐‐,Weed concern_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
SW 27‐05‐24 W2M,BESK‐0645.0,Hay,LAND ID 753,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Subsidence_1,Resolved,No issues.,REPAIR,,,
SW 27‐05‐24 W2M,BESK‐0645.0,Hay,LAND ID 753,Weed concern,‐‐‐,Weed concern_1,Monitor Year 5,‐‐‐,‐‐‐,Weed concern_1,Repair,Not expected to recover without repair.,REPAIR,,,
SW 27‐05‐24 W2M,BESK‐0645.0,Hay,LAND ID 753,Seed Catch,‐‐‐,Vegetation establishment_1,Repair Year 3,Vegetation establishment_1,Resolved,‐‐‐,‐‐‐,Vegetation and soil parameters are similar to off‐RoW.,REPAIR,,,
NW 22‐05‐24 W2M,BESK‐0646.0,Hay,LAND ID 754,Weed concern,‐‐‐,Weed concern_1,Monitor Year 5,‐‐‐,‐‐‐,Weed concern_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NW 22‐05‐24 W2M,BESK‐0646.0,Cultivated,LAND ID 755,‐‐‐,‐‐‐,Weed concern_1,Monitor Year 5,‐‐‐,‐‐‐,Weed concern_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NW 22‐05‐24 W2M,BESK‐0646.0,Cultivated,LAND ID 755,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Weed concern_2,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
SW 22‐05‐24 W2M,BESK‐0647.0,Cultivated,LAND ID 756a,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NW 15‐05‐24 W2M,BESK‐0648.0,Cultivated,LAND ID 757,‐‐‐,‐‐‐,Compaction,Monitor Year 5,‐‐‐,‐‐‐,Compaction,Resolved,Landscape feature not observed to be an issue during Year 5 PCEM.,RESOLVED,,,
NW 15‐05‐24 W2M,BESK‐0648.0,Cultivated,LAND ID 757,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
NW 10‐05‐24 W2M,BESK‐0650.0,Cultivated,LAND ID 760,‐‐‐,‐‐‐,Subsidence_1,Monitor Year 5,‐‐‐,‐‐‐,Subsidence_1,No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
NW 10‐05‐24 W2M,BESK‐0650.0,Cultivated,LAND ID 760,‐‐‐,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NW 10‐05‐24 W2M,BESK‐0650.0,Cultivated,LAND ID 760,‐‐‐,‐‐‐,Subsidence_2,Monitor Year 5,‐‐‐,‐‐‐,Subsidence_2,No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
NE 10‐05‐24 W2M,BESK‐0651.0,Cultivated,LAND ID 761,‐‐‐,‐‐‐,Contouring_1,Repair Year 4,Contouring_1,Resolved,‐‐‐,‐‐‐,Landscape feature not observed to be an issue during Year 4 PCEM.,RESOLVED,,,
NW 12‐05‐24 W2M,BESK‐0654.0,Cultivated,LAND ID 764,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,No Further Action Recommended.,Land capability is equivalent to off‐RoW conditions.,RESOLVED,,,
NE 12‐05‐24 W2M,BESK‐0655.0,Cultivated,LAND ID 765,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Compaction_2,No Further Action Recommended.,Land capability is equivalent to off‐RoW conditions.,RESOLVED,,,
,,,,‐‐‐,‐‐‐,Crowning_1,Monitor Year 5 ‐ Wetland,‐‐‐,‐‐‐,Crowning_1,No Further Action Recommended.,Issue not recommended for repair.,,,,
,,,,‐‐‐,‐‐‐,Subsidence_1,Repair Year 3,Subsidence_1,Resolved,‐‐‐,‐‐‐,Landscape feature not observed to be an issue during Year 4 PCEM.,,,,
,,,,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,No Further Action Recommended.,Land capability is equivalent to off‐RoW conditions.,,,,
,,,,‐‐‐,‐‐‐,Subsidence_2,Monitor Year 5,‐‐‐,‐‐‐,Subsidence_2,No Further Action Recommended.,Issue expected to improve with agricultural practices.,,,,
NW 08‐05‐23 W2M,BESK‐0658.0,Cultivated,LAND ID 768,‐‐‐,‐‐‐,Compaction,Monitor Year 5,‐‐‐,‐‐‐,Compaction,No Further Action Recommended.,Issue expected to improve with agricultural practices.,RESOLVED,,,
NW 08‐05‐23 W2M,BESK‐0658.0,Hay,LAND ID 769,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Contouring_1,No Further Action Recommended.,Land capability is equivalent to off‐RoW conditions.,REPAIR,,,
NW 08‐05‐23 W2M,BESK‐0658.0,Hay,LAND ID 769,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Crowning_1,Repair,Not expected to recover without repair.,REPAIR,,,
NW 08‐05‐23 W2M,BESK‐0658.0,Hay,LAND ID 769,‐‐‐,‐‐‐,Subsidence_1,Monitor Year 5 ‐ Wetland,‐‐‐,‐‐‐,Subsidence_1,Repair,Not expected to recover without repair.,REPAIR,,,
NW 08‐05‐23 W2M,BESK‐0658.0,Hay,LAND ID 769,Weed concern,‐‐‐,Weed concern_1,Monitor Year 5,‐‐‐,‐‐‐,Weed concern_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,REPAIR,,,
NE 08‐05‐023 W2M,BESK‐0659.0,Hay,LAND ID 770,‐‐‐,‐‐‐,"Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",No Further Action Recommended.,Issue not recommended for repair.,RESOLVED,,,
NW 09‐05‐23 W2M,BESK‐0660.0,Native prairie,LAND ID 771,‐‐‐,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,No Further Action Recommended.,Cattle compounded issue.,RESOLVED,,,
NW 09‐05‐23 W2M,BESK‐0660.0,Improved Pasture,LAND ID 772,‐‐‐,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,No Further Action Recommended.,Cattle compounded issue.,RESOLVED,,,
NE 11‐05‐23 W2M,BESK‐0664.1,Cultivated,LAND ID 778,"Erosion (wind, water)",‐‐‐,"Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",Resolved,Landscape feature not observed to be an issue during Year 5 PCEM.,RESOLVED,,,
NE 11‐05‐23 W2M,BESK‐0664.1,Cultivated,LAND ID 778,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NE 11‐05‐23 W2M,BESK‐0664.1,Cultivated,LAND ID 778,Incomplete PCEM assessment,‐‐‐,Incomplete PCEM assessment,Monitor Year 5,‐‐‐,‐‐‐,Incomplete PCEM assessment,Resolved,Incomplete Year 1&3 assessment due to land under fallow.,RESOLVED,,,
SW 18‐05‐22 W2M,BESK‐0667.1,Native prairie,LAND ID 783,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Weed concern_2,Repair,Not expected to recover without repair.,REPAIR,,,
SW 18‐05‐22 W2M,BESK‐0667.1,Native prairie,LAND ID 783,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,No Further Action Recommended.,Issue not recommended for repair.,REPAIR,,,
SE 18‐05‐22 W2M,BESK‐0668.1,Native prairie,LAND ID 787,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Resolved,No further action required.,RESOLVED,,,
SW 17‐05‐22 W2M,BESK‐0670.0,Hay,LAND ID 790,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Weed concern_2,Repair,Not expected to recover without repair.,REPAIR,,,
SW 17‐05‐22 W2M,BESK‐0670.0,Hay,LAND ID 790,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,Repair,Not expected to recover without repair.,REPAIR,,,
SW 16‐05‐22 W2M,BESK‐0672.0,Native prairie,LAND ID 793,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Weed concern_2,Repair,Not expected to recover without repair.,REPAIR,,,
SW 16‐05‐22 W2M,BESK‐0672.0,Native prairie,LAND ID 793,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,No Further Action Recommended.,Issue not recommended for repair.,REPAIR,,,
SE 16‐05‐22 W2M,BESK‐0673.0,Cultivated,LAND ID 794,‐‐‐,‐‐‐,Crowning_1,Monitor Year 5 ‐ Wetland,‐‐‐,‐‐‐,Crowning_1,Resolved,Landscape feature not observed to be an issue during Year 5 PCEM.,REPAIR,,,
SE 16‐05‐22 W2M,BESK‐0673.0,Cultivated,LAND ID 794,‐‐‐,‐‐‐,Weed concern_1,Monitor Year 5 ‐ Wetland,‐‐‐,‐‐‐,Weed concern_1,Repair,Not expected to recover without repair.,REPAIR,,,
SW 15‐05‐22 W2M,BESK‐0674.0,Hay,LAND ID 796,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Crowning_1,No Further Action Recommended.,Issue not recommended for repair.,RESOLVED,,,
SE 15‐05‐22 W2M,BESK‐0675.0,Hay,LAND ID 797,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor year 4,Vegetation establishment_1,Resolved,‐‐‐,‐‐‐,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
SE 12‐05‐22 W2M,BESK‐0681.0,Native prairie,LAND ID 804,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Contouring_1,No Further Action Recommended.,Issue not recommended for repair.,REPAIR,,,
,,,,‐‐‐,‐‐‐,Crowning_1,Monitor Year 5 ‐ Wetland,‐‐‐,‐‐‐,Crowning_1,Resolved,Landscape feature not observed to be an issue during Year 5 PCEM.,,,,
,,,,Weed concern,‐‐‐,Weed concern_1,Monitor Year 5 ‐ Wetland,‐‐‐,‐‐‐,Weed concern_1,Repair,Not expected to recover without repair.,,,,
NW 04‐05‐21 W2M,BESK‐0687.0,Cultivated,LAND ID 814,‐‐‐,‐‐‐,Crowning_1,Monitor Year 5 ‐ Wetland,‐‐‐,‐‐‐,Crowning_1,Resolved,Landscape feature not observed to be an issue during Year 5 PCEM.,RESOLVED,,,
SW 04‐05‐21 W2M,BESK‐0688.0,Cultivated,LAND ID 815,"Erosion (wind, water)",‐‐‐,"Erosion (wind, water)_1",Monitor Year 5,‐‐‐,‐‐‐,"Erosion (wind, water)_1",Resolved,Landscape feature not observed to be an issue during Year 5 PCEM.,RESOLVED,,,
NE 33‐04‐21 W2M,BESK‐0690.0,Improved Pasture,LAND ID 817,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Contouring_2,No Further Action Recommended.,Cattle compounded issue.,REPAIR,,,
NE 33‐04‐21 W2M,BESK‐0690.0,Improved Pasture,LAND ID 817,Weed concern,‐‐‐,Weed concern_1,Monitor Year 5,‐‐‐,‐‐‐,Weed concern_1,Repair,Not expected to recover without repair.,REPAIR,,,
NW 35‐04‐21 W2M,BESK‐0694.0,Cultivated,LAND ID 821,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Weed concern_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NW 35‐04‐21 W2M,BESK‐0694.0,Cultivated,LAND ID 821,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,No Further Action Recommended.,Land capability is equivalent to off‐RoW conditions.,RESOLVED,,,
NW 35‐04‐21 W2M,BESK‐0694.0,Cultivated,LAND ID 821,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,‐‐‐,Weed concern_2,No Further Action Recommended.,Conditions stable,RESOLVED,,,
NE 35‐04‐21 W2M,BESK‐0695.0,Native prairie,LAND ID 823,‐‐‐,Crowning_1,Crowning_1,Monitor Year 5 ‐ Wetland,‐‐‐,‐‐‐,Crowning_1,No Further Action Recommended.,Issue not recommended for repair.,RESOLVED,,,
NE 36‐04‐21 W2M,BESK‐0697.0,Improved Pasture,LAND ID 826,Weed concern,‐‐‐,Weed concern_1,Monitor Year 5 ‐ Wetland,‐‐‐,‐‐‐,Weed concern_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NE 36‐04‐21 W2M,BESK‐0697.0,Improved Pasture,LAND ID 826,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,No Further Action Recommended.,Cattle compounded issue.,RESOLVED,,,
NE 36‐04‐21 W2M,BESK‐0697.0,Hay,LAND ID 827,Weed concern,‐‐‐,Weed concern_1,Monitor Year 5 ‐ Wetland,‐‐‐,‐‐‐,Weed concern_1,Resolved,Vegetation and soil parameters are similar to off‐RoW.,RESOLVED,,,
NE 36‐04‐21 W2M,BESK‐0697.0,Hay,LAND ID 827,Seed Catch,‐‐‐,Vegetation establishment_1,Monitor Year 5,‐‐‐,‐‐‐,Vegetation establishment_1,No Further Action Recommended.,Cattle compounded issue.,RESOLVED,,,
