SPREAD,QUARTER SECTION,LAND USE,ISSUES1,REPAIRS COMPLETED YR. 1 (2014),MONITOR/REPAIR YR. 2 (2015),MONITOR YR. 3,STATUS,VEC,GIS,Topic
C,NW 09-05-23 W2M,Improved pasture,Weed concerns including absinthe; Wind/water erosion,Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
C,NE 09-05-23 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NW 10-05-23 W2M,Improved pasture,Weed concerns,Seeded,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 10-05-23 W2M,Hay,Weed concerns,Seeded,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 10-05-23 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
C,NW 11-05-23 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NE 11-05-23 W2M,Cultivated,Unable to complete full PCEM assessment*; Silt fence and/or construction debris; Wind/water erosion,Silt fence and/or construction debris removed,n/a,Complete PCEM assessment; Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,NW 12-05-23 W2M,Cultivated,Unable to complete full PCEM assessment*,n/a,n/a,Complete PCEM assessment,Unresolved,,,
C,NE 12-05-23 W2M,Cultivated,Unable to complete full PCEM assessment*,n/a,n/a,Complete PCEM assessment,Unresolved,,,
C,NE 12-05-23 W2M,Native prairie,Scalping; Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; scalping,Unresolved,,,
C,SE 13-05-23 W2M,Native prairie,Scalping; Subsidence; Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; scalping; subsidence,Unresolved,,,
C,SW 18-05-22 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 07-05-22 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 07-05-22 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 07-05-22 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SE 18-05-22 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SW 17-05-22 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SW 17-05-22 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
C,SW 17-05-22 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SE 17-05-22 W2M,Cultivated,Unable to complete full PCEM assessment*,n/a,n/a,Complete PCEM assessment,Unresolved,,,
C,SW 16-05-22 W2M,Hay,Weed concerns; Wind/water erosion,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
C,SW 16-05-22 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SE 16-05-22 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,SE 16-05-22 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SW 15-05-22 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SE 15-05-22 W2M,Hay,Weed concerns,Seeded,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SW 14-05-22 W2M,Cultivated,Unable to complete full PCEM assessment*; Contouring; Wind/water erosion,n/a,n/a,Complete PCEM assessment; Monitor erosion and/or ESC,Unresolved,,,
C,SE 14-05-22 W2M,Native prairie,Scalping; Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; scalping,Unresolved,,,
C,NE 11-05-22 W2M,Native prairie,Scalping; Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; scalping,Unresolved,,,
C,NW 12-05-22 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,NE 12-05-22 W2M,Cultivated,Unable to complete full PCEM assessment*; Wind/water erosion,n/a,n/a,Complete PCEM assessment; Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,SE 12-05-22 W2M,Cultivated,Unable to complete full PCEM assessment*,n/a,n/a,Complete PCEM assessment,Unresolved,,,
C,SE 12-05-22 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 01-05-22 W2M,Native prairie,Scalping; Weed concerns; Wind/water erosion,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC; scalping,Unresolved,,,
C,NW 06-05-21 W2M,Native prairie,Subsidence; Weed concerns; Wind/water erosion,Subsidence repaired,Monitor subsidence,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
C,NE 06-05-21 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,NW 05-05-21 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 05-05-21 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NE 05-05-21 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NE 05-05-21 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 04-05-21 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
C,SW 04-05-21 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
C,NW 33-04-21 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 33-04-21 W2M,Improved pasture,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 33-04-21 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 34-04-21 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 34-04-21 W2M,Native prairie,Contouring; Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; contouring,Unresolved,,,
C,NW 35-04-21 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NW 35-04-21 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 35-04-21 W2M,Native prairie,Weed concerns,Seeded,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 36-04-21 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NW 36-04-21 W2M,Improved pasture,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 36-04-21 W2M,Improved pasture,Subsidence; Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; subsidence,Unresolved,,,
C,NE 36-04-21 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NW 31-04-20 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
C,NW 31-04-20 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,NE 31-04-20 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
C,NW 32-04-20 W2M,Native prairie,Contouring; Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; contouring,Unresolved,,,
C,NE 32-04-20 W2M,Cultivated,Unable to complete full PCEM assessment*,n/a,n/a,Complete PCEM assessment,Unresolved,,,
C,NW 33-04-20 W2M,Improved pasture,Wind/water erosion,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
C,SW 04-05-20 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SW 04-05-20 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SE 04-05-20 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SE 04-05-20 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
C,SW 03-05-20 W2M,Cultivated,Unable to complete full PCEM assessment*,n/a,n/a,Complete PCEM assessment,Unresolved,,,
D,NW 34-04-20 W2M,Improved pasture,Seed catch; Weed concerns,Seeded,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,NW 34-04-20 W2M,Native prairie,Seed catch; Weed concerns,Seeded,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,NW 34-04-20 W2M,Cultivated,Wind/water erosion,n/a,Monitor erosion and/or ESC,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
D,SW 34-04-20 W2M,Hay,Weed concerns; Wind/water erosion,Erosion repaired and/or ESC implemented; Seeded; Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,NW 27-04-20 W2M,Native prairie,Scalping; Silt fence and/or construction debris; Weed concerns including bull thistle; Wind/water erosion,Silt fence and/or construction debris removed,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC; scalping,Unresolved,,,
D,NE 27-04-20 W2M,Native prairie,Contouring; Seed catch; Silt fence and/or construction debris; Weed concerns; Wind/water erosion,Seeded; Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds; contouring; erosion and/or ESC,Unresolved,,,
D,NW 26-04-20 W2M,Improved pasture,Silt fence and/or construction debris; Weed concerns,Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,NE 26-04-20 W2M,Hay,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,NW 25-04-20 W2M,Native prairie,Admixing; Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; admixing,Unresolved,,,
D,SW 25-04-20 W2M,Cultivated,Silt fence and/or construction debris; Wind/water erosion,Silt fence and/or construction debris removed,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
D,SW 25-04-20 W2M,Improved pasture,Silt fence and/or construction debris; Weed concerns,Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,SE 25-04-20 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
D,SW 30-04-19 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
D,NW 19-04-19 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
D,SW 19-04-19 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
D,NW 18-04-19 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
D,SW 18-04-19 W2M,Cultivated,Admixing; Subsidence; Wind/water erosion,Subsidence repaired,Monitor admixing; erosion and/or ESC; subsidence,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
D,SE 18-04-19 W2M,Cultivated,Silt fence and/or construction debris; Wind/water erosion,Silt fence and/or construction debris removed,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
D,SW 17-04-19 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
D,NW 08-04-19 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
D,NE 08-04-19 W2M,Native prairie,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,NE 08-04-19 W2M,Improved pasture,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,NW 09-04-19 W2M,Improved pasture,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,NW 09-04-19 W2M,Hay,Silt fence and/or construction debris; Subsidence; Weed concerns,Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds; subsidence,Unresolved,,,
D,NE 09-04-19 W2M,Hay,Silt fence and/or construction debris; Weed concerns,Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,NE 09-04-19 W2M,Cultivated,Contouring; Silt fence and/or construction debris; Subsidence; Wind/water erosion,Silt fence and/or construction debris removed,n/a,Monitor stunted crop; contouring; erosion and/or ESC,Unresolved,,,
D,NW 10-04-19 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns including sweet clover,Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,NE 10-04-19 W2M,Native prairie,Admixing; Silt fence and/or construction debris; Weed concerns including sweet clover,Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; admixing,Unresolved,,,
D,NE 10-04-19 W2M,Improved pasture,Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,NW 11-04-19 W2M,Cultivated,Silt fence and/or construction debris; Wind/water erosion,Silt fence and/or construction debris removed,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
D,NE 11-04-19 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
D,NW 12-04-19 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
D,NE 12-04-19 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
D,NW 07-04-18 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
D,NW 07-04-18 W2M,Cultivated,Silt fence and/or construction debris; Wind/water erosion,Silt fence and/or construction debris removed,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
D,NE 07-04-18 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
D,NW 08-04-18 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
D,SW 08-04-18 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
D,NW 05-04-18 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
D,SW 05-04-18 W2M,Hay,Silt fence and/or construction debris; Weed concerns including hound's-tongue; Wind/water erosion,Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,SW 05-04-18 W2M,Improved pasture,Silt fence and/or construction debris; Weed concerns including hound's-tongue,Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,NW 32-03-18 W2M,Native prairie,Compaction; Contouring; Scalping; Silt fence and/or construction debris; Weed concerns including hound's-tongue,Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; compaction; contouring; erosion and/or ESC; scalping,Unresolved,,,
D,SW 32-03-18 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns including sweet clover; Wind/water erosion,Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC; scalping,Unresolved,,,
D,NW 29-03-18 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns including hound's-tongue; Wind/water erosion,Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,SW 29-03-18 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns including sweet clover; Wind/water erosion,Seeded; Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,NW 20-03-18 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns including hound's-tongue,Seeded; Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,SW 20-03-18 W2M,Hay,Silt fence and/or construction debris; Weed concerns,Seeded; Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,NW 17-03-18 W2M,Native prairie,Weed concerns including sweet clover; Wind/water erosion,Seeded; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,SW 17-03-18 W2M,Hay,Silt fence and/or construction debris; Weed concerns,Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,NW 08-03-18 W2M,Hay,Silt fence and/or construction debris; Weed concerns,Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,SW 08-03-18 W2M,Hay,Silt fence and/or construction debris; Weed concerns,Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,SW 08-03-18 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
D,NW 05-03-18 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
D,SW 05-03-18 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
D,NE 31-02-18 W2M,Improved pasture,Silt fence and/or construction debris; Subsidence; Weed concerns,Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds; subsidence,Unresolved,,,
D,NE 31-02-18 W2M,Native prairie,Contouring; Weed concerns,Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds; contouring,Unresolved,,,
D,NW 31-02-18 W2M,Cultivated,Compaction; Contouring; Subsidence; Wind/water erosion,n/a,n/a,Monitor stunted crop; compaction; contouring; erosion and/or ESC; subsidence,Unresolved,,,
D,NW 31-02-18 W2M,Improved pasture,Weed concerns including sweet clover; Wind/water erosion,n/a,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,SW 31-02-18 W2M,Improved pasture,Weed concerns including sweet clover; Wind/water erosion,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,SW 31-02-18 W2M,Native prairie,Contouring; Silt fence and/or construction debris; Weed concerns including sweet clover; Wind/water erosion,Silt fence and/or construction debris removed,Monitor erosion and/or ESC; Repair subsidence,Monitor seed catch; noxious and/or aggressive weeds; contouring; erosion and/or ESC,Unresolved,,,
D,NW 30-02-18 W2M,Native prairie,Weed concerns including sweet clover,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC; Repair subsidence,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,NW 30-02-18 W2M,Hay,Subsidence; Weed concerns; Wind/water erosion,n/a,Monitor erosion and/or ESC; Repair subsidence,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC; subsidence,Unresolved,,,
D,SW 30-02-18 W2M,Native prairie,Scalping; Silt fence and/or construction debris; Subsidence; Weed concerns; Wind/water erosion,Silt fence and/or construction debris removed; Subsidence repaired,Monitor seed catch; noxious and/or aggressive weeds; subsidence,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC; scalping; subsidence,Unresolved,,,
D,NW 19-02-18 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
D,SW 19-02-18 W2M,Hay,Silt fence and/or construction debris; Weed concerns,Silt fence and/or construction debris removed; Subsidence repaired,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,SW 19-02-18 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
D,SE 19-02-18 W2M,Native prairie,Weed concerns including sweet clover; Wind/water erosion,Weed control,n/a,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,NE 18-02-18 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns including hound's-tongue; Wind/water erosion,Silt fence and/or construction debris removed; Subsidence repaired; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,NW 17-02-18 W2M,Native prairie,Weed concerns including hound's-tongue; Wind/water erosion,Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,NW 17-02-18 W2M,Native prairie,Weed concerns including hound's-tongue; Wind/water erosion,Erosion repaired and/or ESC implemented; Recontoured; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,NE 17-02-18 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns including hound's-tongue; Wind/water erosion,Silt fence and/or construction debris removed; Subsidence repaired; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,SE 17-02-18 W2M,Native prairie,Contouring; Silt fence and/or construction debris; Weed concerns including hound's-tongue; Wind/water erosion,Erosion repaired and/or ESC implemented; Seeded; Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; contouring; erosion and/or ESC,Unresolved,,,
D,SW 16-02-18 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns including hound's-tongue; Wind/water erosion,Silt fence and/or construction debris removed; Subsidence repaired; Weed control,Monitor seed catch; noxious and/or aggressive weeds; subsidence,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC; scalping,Unresolved,,,
D,NW 09-02-18 W2M,Native prairie,Compaction; Silt fence and/or construction debris; Weed concerns including hound's-tongue; Wind/water erosion,Seeded; Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; compaction; erosion and/or ESC,Unresolved,,,
D,NE 09-02-18 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns including hound's-tongue; Wind/water erosion,Seeded; Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,NW 10-02-18 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns including hound's-tongue; Wind/water erosion,Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,SW 10-02-18 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns including hound's-tongue; Wind/water erosion,Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,SE 10-02-18 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns including hound's-tongue; Wind/water erosion,Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,NE 03-02-18 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns including hound's-tongue; Wind/water erosion,Erosion repaired and/or ESC implemented; Seeded; Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC,Unresolved,,,
D,NW 02-02-18 W2M,Native prairie,Contouring; Silt fence and/or construction debris; Weed concerns including hound's-tongue; Wind/water erosion,Seeded; Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; contouring; erosion and/or ESC; subsidence,Unresolved,,,
D,SW 02-02-18 W2M,Native prairie,Silt fence and/or construction debris; Subsidence; Weed concerns including hound's-tongue; Wind/water erosion,Erosion repaired and/or ESC implemented; Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; erosion and/or ESC; subsidence,Unresolved,,,
D,NW 35-01-18 W2M,Native prairie,Compaction; Silt fence and/or construction debris; Weed concerns including hound's-tongue; Wind/water erosion,Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; compaction; erosion and/or ESC,Unresolved,,,
D,SW 35-01-18 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns,Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,SE 35-01-18 W2M,Native prairie,Contouring; Silt fence and/or construction debris; Subsidence; Weed concerns including sweet clover,Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; contouring; subsidence,Unresolved,,,
D,NE 26-01-18 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns including hound's-tongue,Erosion repaired and/or ESC implemented; Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds; contouring; erosion and/or ESC,Unresolved,,,
D,NW 25-01-18 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns including sweet clover,Silt fence and/or construction debris removed; Weed control,Monitor seed catch; noxious and/or aggressive weeds,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,SW 25-01-18 W2M,Native prairie,Silt fence and/or construction debris; Weed concerns,Silt fence and/or construction debris removed,n/a,Monitor seed catch; noxious and/or aggressive weeds,Unresolved,,,
D,SE 25-01-18 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop,Unresolved,,,
D,SW 30-01-17 W2M,Cultivated,n/a,n/a,n/a,n/a,Resolved,,,
D,SE 30-01-17 W2M,Cultivated,Wind/water erosion,n/a,n/a,Monitor stunted crop; erosion and/or ESC,Unresolved,,,
D,NE 19-01-17 W2M,Hay,Compaction; Weed concerns,n/a,n/a,Monitor seed catch; noxious and/or aggressive weeds; compaction,Unresolved,,,
