Alignment Sheet,Legal Location (WPM),Approximate KP,Tract No.,Environmental Issue(s),Mitigative Measures Implemented During Construction,Outstanding Issue(s) from As-Built Report,Observations in 2010,Status,Recommended Measure(s) to Resolve Issue(s) and Schedule,VEC,GIS,Topic
83,SW 33-3-7,1178.0 to 1178.6,4297,Vegetation - Weeds,"Hand-picked, bagged and removed white cockle (noxious weed widespread throughout area) from the construction right-of-way.",Potential for weed introduction and spread.,No issues observed on right-of-way.,Resolved,None.,,,
83,N 1/2 28-3-7,1178.6 to 1179.7,4298,Vegetation - Weeds,"Hand-picked, bagged and removed white cockle (noxious weed widespread throughout area) from the construction right-of-way.",Potential for weed introduction and spread.,No issues observed on right-of-way.,Resolved,None.,,,
83,NE 28 to  NW 27-3-7,1179.7 to 1179.85,4299,Wetland Class Overall: III Wetland Class on right-of-way: III 2008 Health: No baseline assessment completed,"Ramp and culvert installed, shale used for ramp construction. Geotextile was laid down prior to construction of the shale ramp to prevent silt in wetland. Silt fence in place to prevent silt from entering the wetland. Ramp, geotextile and culvert removed.",Potential for sedimentation until vegetation is established and for alteration of drainage patterns.,Health: Healthy with problems (68%). Weeds: creeping thistle. Undesirable species dominant on right-of-way. Riparian: woody vegetation removed.,Unresolved,Monitor in 2011.,,,
83,NE 28 to  NW 27-3-7,1179.8,4299,Vegetation - Weeds,"Compressed air/shovel cleaning of equipment due to concern with roundleaf mallow. Hand-picked, bagged and removed white cockle (noxious weed widespread throughout area) from the construction right-of-way.",Potential for weed introduction and spread.,"Moderate to high of density white cockle, perennial sow-thistle, common burdock, narrow-leaved hawk’s-beard, field dock and false ragweed on right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,
83,SW 26-3-7,1182.3 to 1182.4,4305,Wetland Class Overall: III Wetland Class on right-of-way: N/A 2008 Health: No baseline assessment completed,Clay ramp and flume installed at wetland for equipment access. Ramp and flume removed.,Potential for sedimentation until vegetation is established and for alteration of drainage patterns.,Wetland is seeded through and was not assessed for health.,Resolved,None.,,,
83,NW 24-3-7,1183.4,4308 4308.01,Topography - Unnatural Contours,Re-contoured the construction right-of-way.,Potential for disruption of natural drainage patterns.,No issues observed on right-of-way.,Resolved,None.,,,
83,NW 24-3-7,1183.5,4308 4308.01,UWater Quality and Quantity nnamed Creek,Appropriate vehicle crossing installed - flume and ramp. Dry crossing - open cut method used. Reshaped and compacted bed and banks. Seeded bed and banks.,Potential for erosion until vegetation is established and for alteration of drainage patterns.,No issues observed on right-of-way.,Resolved,None.,,,
83,SE 24-3-7,1184.9 to 1185.15,4309.01,Soils - Previous Admixing,Previous admixing and clay to surface over the hotline from previous construction. Kept material separate from previously unmixed topsoil. Replaced previously admixed topsoil separately from unmixed topsoil.,Potential admixing.,Moderate admixing on trench line and north work side on right-of-way.,Unresolved,"Monitor crop growth in 2011. Source and add clean topsoil to address admixing in 2011, if warranted.",,,
83,SE 24-3-7,1184.9 to 1185.15,4309.01,Soils - Compaction,--,--,Moderate compaction on trench line and north work side observed on right-of-way during ground reconnaissance.,Unresolved,"Monitor crop growth in 2011. Alleviate compaction, if warranted.",,,
83,SW 19-3-6,1185.2 to 1186.0,4310,Soils - Admixing,"Previous admixing and clay to surface over the hotline from previous construction. Kept material separate from previously unmixed topsoil. Replaced previously admixed topsoil separately from unmixed topsoil. Topsoil stripping during marginal construction right-of-way conditions, with some areas of poor separation. Stripping was suspended until there were suitable conditions.",Potential admixing.,Moderate admixing on right-of-way.,Unresolved,"Monitor crop growth in 2011. Source and add clean topsoil to address admixing in 2011, if warranted.",,,
83,SW 19-3-6,1185.2 to 1186.0,4310,Soils - Compaction,--,--,Moderate compaction observed on right-of-way during ground reconnaissance.,Unresolved,"Monitor crop growth in 2011. Alleviate compaction, if warranted.",,,
83,SE 19-3-6,1186.3,4311,TTopography – Slopes Soils - Water Erosion Water Quality and Quantity hornhill Coulee,"Appropriate vehicle crossing installed - single span bridge. Isolation method used. Fish salvage conducted. Reshaped and compacted bed and banks. Seeded bed and banks. Curlex placed on notched areas of bridge. Strategically installed surface diversion berms, double silt fence, straw logs, Sediment Stop and Curlex. Track cleat imprinting conducted.",Potential for erosion/sedimentation until vegetation is established and for alteration of drainage patterns. Very sensitive slopes.,Poor vegetation establishment on the west slope of crossing. Matting on the west slope pulling away to reveal bare areas. Banks are well vegetated.,Unresolved,Repair matting and reseed west approach slope. Monitor grass growth and slope stability in 2011.,,,
83,NE 18-3-6,1186.45,4312,Soils - Admixing,--,--,A 50 m x 50 m area on the top of the slope is not seeded and moderate admixing observed on right-of-way during ground reconnaissance.,Unresolved,"Monitor crop growth in 2011. Source and add clean topsoil to address admixing in 2011, if warranted.",,,
83,NE 18-3-6,1186.6,4312,Vegetation - Weeds,Compressed air/shovel cleaning of equipment prior to exit from SE 18-3-6 WPM Thornhill Coulee due to high volume of hard to kill weeds.,Potential for weed introduction and spread.,No issues observed on right-of-way.,Resolved,None.,,,
83,NE 18-3-6,1186.7,4312,Topography - Unnatural Contours,Re-contoured the construction right-of-way.,Potential disruption of natural drainage patterns.,No issues observed on right-of-way.,Resolved,None.,,,
83 to 84,NW 17-3-6,1187.27 to 1187.45,4313,Topography - Slopes Soils - Water Erosion,"East Thornhill Coulee - Steep slopes with a high potential for water erosion. High volumes of water during spring runoff. Strategically installed diversion berms, Curlex and straw rolls for water diversion and sediment control. Silt fence installed at the end of berms. Track cleat imprinting conducted.",Potential for erosion/sedimentation until vegetation is established.,Moderate rill and gully erosion on both banks of the crossing. Southeast bank has severely eroded on right-of-way.,Unresolved,Repair and recontour both banks in 2010. Monitor in 2011.,,,
83 to 84,NW 17-3-6,1187.27 to 1187.45,4313,Vegetation - Weeds,--,--,Moderate density of stinkweed and creeping thistle observed on right-of-way during ground reconnaissance.,Unresolved,Follow weed control plan and monitor in 2011.,,,
83 to 84,NW 17-3-6,1187.3,4313,Vegetation - Rare Plant,Green needle grass: Extra workspace not required for this area. Rare plants observed approximately 20 m north of the construction right-of-way. Population avoided.,Confirm avoidance.,Greater than 30 plants observed north of the construction right-of-way.,Resolved,None.,,,
84,SE 17-3-6,1188.6 to 1188.85,4314.01,Soils - Admixing and Shallow Topsoil,Landowner expressed concern of soil mixing and shallow topsoil depths on construction right-of-way. The Senior Environmental Inspector recorded topsoil depths along this portion of the construction right-of-way and confirmed shallow topsoil depths. Topsoil added to deficient areas of the construction right-of-way and final blading and cultivating conducted to loosen and level the topsoil. The imported topsoil compensated for topsoil lost due to admixing. The landowner was satisfied with the work completed.,Potential admixing.,No issues observed on right-of-way.,Resolved,None.,,,
84,SE 17-3-6,1188.6 to 1188.85,4314.01,Soils - Topsoil Loss,--,--,Shallow topsoil observed on right-of-way.,Unresolved,"Monitor crop growth in 2011. Source and add clean topsoil to address shallow topsoil in 2011, if warranted.",,,
84,SW 16-3-6,1188.9 to 1189.3,4315,Soils - Admixing,Hydrovac truck stuck during wet conditions. Rutting and admixing occurred. Senior Environmental Inspector addressed issue with the Contractor to ensure hydrovac trucks would not be allowed on the construction right-of-way during wet conditions in the future. Compaction was alleviated during final clean-up.,Potential admixing.,No issues observed on right-of-way.,Resolved,None.,,,
84,SW 16-3-6,1189.1 to 1189.3,4315,Soils - Compaction,--,--,Minor compaction observed on north work side on right-of-way during ground reconnaissance.,Unresolved,"Monitor crop growth in 2011. Alleviate compaction, if warranted.",,,
84,SE 16-3-6,1190.0 to 1190.2,4316,Soils - Admixing,Three-lift stripping conducted due to problem lower subsoil (saline/sodic). All soil lifts were replaced in the correct order.,Potential admixing and crop growth problems.,Moderate admixing on trench line and north work side on right-of-way.,Unresolved,"Monitor crop growth in 2011. Source and add clean topsoil to address admixing in 2011, if warranted.",,,
84,SE 16-3-6,1190.0 to 1190.2,4316,Soils - Compaction,--,--,Moderate compaction observed on right-of-way during ground reconnaissance.,Unresolved,"Monitor crop growth in 2011. Alleviate compaction, if warranted.",,,
84,SE 11-3-6,1193.4 to 1193.9,4323 4323.01 4323,Soils - Admixing,Three-lift stripping conducted due to problem lower subsoils (gravel). The construction right-of-way was narrowed down due to the gravel pit. Topsoil was stored over the hotline due to the narrow work space. All soil lifts were replaced in the correct order.,Potential admixing.,No issues observed on right-of-way.,Resolved,None.,,,
84,NW 1-3-6,1194.45 to 1195.3,4325,Vegetation - Weeds,Compressed air/shovel cleaning of equipment at lay down area after exit from gravel pit areas due to high volume of hard to kill weeds.,Potential for weed introduction and spread.,"High density of nodding thistle, foxtail barley, spear-leaved goosefoot, creeping thistle, false ragweed and shepherd’s purse on right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,
84,NW 1-3-6,1194.45 to 1195.3,4325,Soils - Topsoil Overstripped,Overstripping of topsoil by inexperienced operator due to lack of Foreman guidance. Environmental Inspector addressed issue with Foreman to ensure this would not occur in future.,Potential admixing.,No issues observed on right-of-way.,Resolved,None.,,,
84,NW 1-3-6,1194.8 to 1194.9,4325,Wetland Class Overall: IV Wetland Class on right-of-way: III 2008 Health: Unhealthy (53%),Existing clay ramp with geotextile and culvert for equipment access across the wetland from co-construction. Ramp and geotextile removed.,Potential for sedimentation until vegetation is established and for alteration of drainage patterns.,Health: Unhealthy (44%).,Resolved,None.,,,
84,NE 1-3-6,1195.5 to 1196.1,4325.01 4326.02,Land and Resource Use - Urban Construction Area Vegetation - Weeds,Measures from Urban Construction Plan followed.,Potential for weed introduction and spread.,"Moderate density of stinkweed, foxtail barley and spear-leaved goosefoot on right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,
84,NW 6-3-5,1196.1 to 1196.6,4327,Land and Resource Use - Urban Construction Area Vegetation - Weeds,Measures from Urban Construction Plan followed.Compressed air/shovel cleaning of equipment at driving range prior to entry of golf course due to leafy spurge on west slope of Deadhorse Creek. Cleaning station was used during Co-construction but not during Alberta Clipper Consecutive construction.,Potential for weed introduction and spread.,"High density of leafy spurge, stinkweed and creeping thistle on right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,
84,SW 6-3-5,1196.6 to 1197.0,4327.01 4327.02 4327.023,Land and Resource Use - Urban Construction Area Vegetation - Weeds,Measures from Urban Construction Plan followed.,Potential for weed introduction and spread.,"Moderate density of stinkweed, leafy spurge and sweet clover on right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,
84,SW 6-3-5,1196.6,4327.01,DTopography – Slopes Soils - Water Erosion Water Quality and Quantity eadhorse Creek,"Appropriate vehicle crossing installed - single span bridge. Isolation method used. Fish salvage conducted. Reshaped and compacted bed and banks. Broadcast seeded bed and banks. Diversion berms and trench breakers installed on west slope in the winter of 2008 with Sediment Stop and silt fence to protect the creek from siltation. Installed soil wraps. After topsoil replacement in 2009, the west slope was hydro-seeded. Foam breakers installed. Installed Sediment Stop, Curlex, straw logs and silt fence on slopes. Soil wrapping installed at undermined area. Sod replacement (golf course completed their own). Trees planted.",Potential for erosion/sedimentation until vegetation is established and for alteration of drainage patterns.,West approach slope appears unstable on right-of-way.,Unresolved,Monitor slope stability in 2011.,,,
84,SW 6-3-5,1196.6,4327.01,DVegetation – Weeds eadhorse Creek,--,--,Moderate density of leafy spurge observed on and off right-of-way during ground reconnaissance.,Unresolved,Follow weed control plan and monitor in 2011.,,,
84,SE 6-3-5,1197.0 to 1198.0,4328.01,Land and Resource Use - Urban Construction Area Vegetation - Weeds,Measures from Urban Construction Plan followed.,Potential for weed introduction and spread.,"High density of perennial sow-thistle, green foxtail, white cockle, false ragweed, spear-leaved goosefoot, lamb’s-quarters and wild buckwheat on right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,
84,SE 6-3-5,1197.0 to 1198.0,4328.01,Soils - Admixing,Overlap of subsoil windrow onto topsoil windrow by operators due to lack of experience and Foreman guidance. Environmental Inspector addressed issue with Foreman to ensure this would not occur in the future.,Potential admixing.,No issues observed on right-of-way.,Resolved,None.,,,
84,NE 31-2-5,1198.0 to 1198.3,4329 4329.01,Land and Resource Use - Urban Construction Area Vegetation - Weeds,Measures from Urban Construction Plan followed.,Potential for weed introduction and spread.,"Moderate to high density of nodding thistle, dandelion, green foxtail, creeping thistle, perennial sow-thistle and foxtail barley on right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,
84,NE 31-2-5,1198.2 to 1198.3,4329.01,Soils - Admixing,Three-lift soils handling conducted due to saline/sodic subsoil. High water table caused water to seep through the subsoil and pond on the construction right-of-way. Geotextiles laid out and sandy material hauled in to ramp the wet area. All soil lifts were replaced in the correct order.,Potential admixing.,No issues observed on right-of-way.,Resolved,None.,,,
84,NW 32-2-5,1198.3 to 1198.6,4329.01 4330,Soils - Admixing,Three-lift soils handling conducted due to saline/sodic subsoil. High water table caused water to seep through the subsoil and pond on the construction right-of-way. Geotextiles laid out and sandy material hauled in to ramp the wet area. All soil lifts were replaced in the correct order.,Potential admixing.,No issues observed on right-of-way.,Resolved,None.,,,
84,NW 32-2-5,1198.3 to 1198.5,4330,Vegetation - Weeds,Compressed air/shovel cleaning of equipment at staging area after exiting golf course due to high volume of hard to kill weeds.,Potential for weed introduction and spread.,"Moderate density of redroot pigweed, false ragweed, dandelion, spear-leaved goosefoot, green foxtail and lamb’s-quarters on right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,
84,NW 32-2-5,1198.9,4330,Soils - Erosion,Siltation off the construction right-of-way. The soils were recovered and replaced on the construction right-of-way.,Potential for erosion until vegetation is established.,No issue observed on right-of-way.,Resolved,None.,,,
84,NW 32-2-5,1198.9,4330,Vegetation - Establishment,--,--,Poor vegetation establishment observed on right-of-way during ground reconnaissance.,Unresolved,Reseed and monitor grass growth in 2011.,,,
84,NW 32-2-5,1198.9,4330,Soils- Topsoil Loss,--,--,Topsoil loss observed on right-of-way during ground reconnaissance.,Unresolved,"Monitor grass growth in 2011. Source and add clean topsoil to address topsoil loss in 2011, if warranted.",,,
84,NE 32-2-5,1199.6 to 1200.0,4331,Soils - Admixing,Three-lift stripping conducted due to contrasting soil textures and saline/sodic subsoil. All soil lifts were replaced in the correct order.,Potential admixing.,No issues observed on right-of-way.,Resolved,None.,,,
84,SE 32-2-5,1200.0 to 1200.1,4332,Soils - Admixing,Three-lift stripping conducted due to contrasting soil textures and saline/sodic subsoil. All soil lifts were replaced in the correct order.,Potential admixing.,No issues observed on right-of-way.,Resolved,None.,,,
85,NW 27-2-5,1202.8,4337.01,Vegetation - Weeds,Compressed air/shovel cleaning of equipment prior to entry onto the Organic farm (Kroeker Farms)  NE 27-2-5 WPM.,Potential for weed introduction and spread.,No issues observed on right-of-way.,Resolved,None.,,,
85,NE 27-2-5,1202.8 to 1203.7,4338 4339,Land and Resource Use - Side-roll Irrigated Land; Organic Farm; Drain Tile,Avoided peak irrigation season.  Equipment cleaned prior to entry. Signs installed. No refuelling or waste receptacles installed. No herbicides to control weeds. Preconstruction surveyed construction right-of-way profile prepared. Drain tile locations were determined and a depth survey was conducted. Backfilling around the drain tiles occurred in lifts and each lift was compacted. Prepared surveyed construction right-of-way profile of the reclaimed land.,Potential for drainage patterns to change.,No issue observed on right-of-way.,Resolved,None.,,,
85,NE 27-2-5,1202.8 to 1203.7,4338 4339,Vegetation - Weeds,"Weeds observed on topsoil piles on organic farm. Mechanical weed control on topsoil piles. Hand-picked, bagged and removed scentless chamomile (a few plants of noxious weed) from the construction right-of-way.",Potential for weed introduction and spread,"High density of spear-leaved goosefoot, lamb’s-quarters, kochia and redroot pigweed on right-of-way. No scentless chamomile was observed on right-of-way.",Unresolved,Follow non-chemical weed control plan and monitor in 2011.,,,
85,NE 27-2-5,1202.8 to 1203.7,4338 4339,Soils - Compaction,--,--,Moderate compaction on right-of-way.,Unresolved,"Monitor crop growth in 2011. Alleviate compaction in 2011, if warranted.",,,
85,NE 27-2-5,1202.8 to 1203.7,4338 4339,Soils - Admixing,--,--,Moderate admixing on right-of-way.,Unresolved,"Monitor crop growth in 2011. Source and add clean topsoil to address admixing in 2011, if warranted.",,,
85,NW 26-2-5,1203.7 to 1204.2,4340,Land and Resource Use - Organic Farm Vegetation - Weeds,Equipment cleaned prior to entry. Signs installed. No refuelling or waste receptacles installed. No herbicides to control weeds.,Potential for weed introduction and spread.,"High density of dandelion, perennial sow-thistle, lamb’s-quarters, redroot pigweed, field dock, kochia, creeping thistle, wild buckwheat and foxtail barley on right-of-way.",Unresolved,Follow non-chemical weed control plan and monitor in 2011.,,,
85,SW 26-2-5,1204.2 to 1204.6,4340.01,Land and Resource Use - Organic Farm Vegetation - Weeds,Equipment cleaned prior to entry. Signs installed. No refuelling or waste receptacles installed. No herbicides to control weeds.,Potential for weed introduction and spread.,No issues observed on right-of-way.,Resolved,None.,,,
85,SE 26-2-5,1205.4,4343,USoils - Erosion Water Quality and Quantity nnamed Drainage,Appropriate vehicle crossing installed - flume and ramp. Trenchless method used.,Potential for alteration of drainage patterns.,Poor vegetation establishment and minor rill erosion on both approach slopes on right-of-way.,Unresolved,Reseed and monitor grass growth and bank stability in 2011.,,,
85,SW 25-2-5,1206.2 to 1206.4,4344,Soils - Admixing,Three-lift stripping conducted due to problem lower subsoils (saline sodic). All soil lifts were replaced in the correct order.,Potential admixing and crop growth problems.,No issues observed on right-of-way.,Resolved,None.,,,
85,SE 25-2-5,1206.4 to 1206.6,4346,Soils - Admixing,Three-lift stripping conducted due to problem lower subsoils (saline sodic). All soil lifts were replaced in the correct order.,Potential admixing and crop growth problems.,No issues observed on right-of-way.,Resolved,None.,,,
85,NE 24-2-5,1206.5,4347,USoils – Erosion Water Quality and Quantity nnamed Drainage,Appropriate vehicle crossing installed. Dry crossing - open cut method used. Reshaped and compacted bed and banks. Seeded bed and banks. Installed Curlex on east side and silt fence on west side of crossing. Watercourse surveyed to ensure of positive drainage.,Potential for erosion until vegetation is established and for alteration of drainage patterns.,Poor vegetation establishment and minor rill erosion on both banks.,Unresolved,Reseed and monitor grass growth and bank stability in 2011.,,,
85,NW 16-2-4,1211.0 to 1211.05,4358,Land and Resource Use - Irrigated Land,Avoided peak irrigation season.,Potential for alteration of drainage patterns.,No issues observed on right-of-way.,Resolved,None.,,,
85,NW 16-2-4,1211.1,4358,HSoils - Water Erosion Vegetation – Weeds Water Quality and Quantity espeler Creek,"Appropriate vehicle crossing installed. Isolation method used. Fish salvage conducted. Reshaped the sunken banks of the crossing and compacted bed and banks. Wood cribbing was placed on the east side of the crossing to help in restoring the bank to original configuration while preventing siltation entering the watercourse. Installed Curlex and silt fence at restored banks. Hand picked, bagged and removed scentless chamomile (2 plants of noxious weed) from the construction right-of-way.",Potential for erosion/sedimentation until vegetation is established and for alteration of drainage patterns. Potential for weed introduction and spread.,"Moderate density of green foxtail, field dock, creeping thistle, foxtail barley and perennial sow-thistle on southeast bank. No erosion issues observed on right-of-way.",Unresolved,Follow weed control plan and monitor in 2011.,,,
85,NW 16-2-4,1211.05 to 1211.7,4358 4359 4360 4361 4361.01,Land and Resource Use - Irrigated Land,Avoided peak irrigation season.,Potential for alteration of drainage patterns.,No issues observed on right-of-way.,Resolved,None.,,,
85,NE 16-2-4,1211.7 to 1212.6,4362 4363,Land and Resource Use - Side-roll Irrigated Land,Avoided peak irrigation season.,Potential for alteration of drainage patterns.,No apparent alterations of drainage patterns on right-of-way.,Resolved,None.,,,
85,NE 16-2-4,1211.7 to 1212.6,4362 4363,Vegetation - Crop Growth,--,--,Reduced crop growth observed on right-of-way during ground reconnaissance.,Unresolved,Monitor crop growth in 2011.,,,
85,NW 15-2-4,1212.6 to 1213.0,4364,Land and Resource Use - Side-roll Irrigated Land,Avoided peak irrigation season.,Potential for alteration of drainage patterns.,No apparent alterations of drainage patterns on right-of-way.,Resolved,None.,,,
85,NW 15-2-4,1212.6 to 1213.0,4364,Vegetation - Crop Growth,--,--,Reduced crop growth observed on right-of-way during ground reconnaissance.,Unresolved,Monitor crop growth in 2011.,,,
85,SW 15-2-4,1213.0 to 1213.5,4366,Land and Resource Use - Side-roll Irrigated Land,Avoided peak irrigation season.,Potential for alteration of drainage patterns.,No issues observed on right-of-way.,Resolved,None.,,,
85,SE 15-2-4,1214.3,4369,Soils - Heaving,Very soft slightly heaved spot on the construction right-of-way was noted in the area of the tie-in. This is directly related to the ditch/bellhole not being completely drained of water prior to backfill. 450 Dozer repacked exposed clay soils and replaced with topsoil lift. This area was flagged off to ensure no farming equipment will drive onto this soft area and it will be given a chance to naturally subside.,Potential admixing and alteration of drainage patterns due to either subsidence or heaving of trench line.,Moderate admixing on right-of-way.,Unresolved,"Monitor crop growth in 2011. Source and add clean topsoil to address admixing in 2011, if warranted.",,,
85,SE 15-2-4,1214.3,4369,Soils - Compaction,--,--,Moderate compaction observed on right-of-way during ground reconnaissance.,Unresolved,"Monitor crop growth in 2011. Alleviate compaction, if warranted.",,,
85,SE 15-2-4,1214.3,4369,Vegetation - Weeds,--,--,"High density lamb’s-quarters, kochia, spear-leaved goosefoot, creeping thistle, perennial sow-thistle, Russian thistle, redroot pigweed and prostrate pigweed observed on right-of-way during ground reconnaissance.",Unresolved,Follow weed control plan and monitor in 2011.,,,
85,SW 14-2-4,1214.9 to 1215.0,4370,Soils - Heaving,Clay squeezed to the surface on the ditch line in some spots due to water in the ditch. Some heaving of the ditch line is evident here. Some locations of poor topsoil coverage were also noted in this area. 450 Dozer repacked exposed clay soils and replaced with topsoil lift.,Potential admixing and alteration of drainage patterns due to either subsidence or heaving of trench line.,No issues observed on right-of-way.,Resolved,None.,,,
85,NW 11-2-4,1215.0 to 1215.3,4371,"Vegetation – Weeds Land and Resource Use - Side-roll Irrigated Land, Drain Tile",Weeds observed on topsoil piles on organic farm. Mechanical weed control on topsoil piles. Avoided peak irrigation season. Equipment cleaned prior to entry. Signs installed. No refuelling or waste receptacles installed. No herbicides to control weeds. Preconstruction surveyed construction right-of-way profile prepared. Drain tile locations were determined and a depth survey was conducted. Backfilling around the drain tiles occurred in lifts and each lift was compacted. Moved topsoil pile in spring 2009 where pivot irrigation is present to provide access for irrigation wheels. Prepared surveyed construction right-of-way profile of the reclaimed land. Compressed air/shovel cleaning of equipment prior to entry onto the Organic farm (Kroeker Farms) NE 11-2-4 WPM.,Potential for weed introduction and spread. Potential for drainage patterns to change.,No issues observed on right-of-way.,Resolved,None.,,,
85,NE 11-2-4,1215.3 to 1216.2,4372,"Vegetation – Weeds Land and Resource Use - Side-roll Irrigated Land, Organic Farm, Drain Tile",Weeds observed on topsoil piles on organic farm. Mechanical weed control on topsoil piles. Avoided peak irrigation season. Equipment cleaned prior to entry. Signs installed. No refuelling or waste receptacles installed. No herbicides to control weeds. Preconstruction surveyed construction right-of-way profile prepared. Drain tile locations were determined and a depth survey was conducted. Backfilling around the drain tiles occurred in lifts and each lift was compacted. Moved topsoil pile in spring 2009 where pivot irrigation is present to provide access for irrigation wheels. Prepared surveyed construction right-of-way profile of the reclaimed land.,Potential for weed introduction and spread. Potential for drainage patterns to change.,"Moderate density redroot pigweed, lamb’s-quarters, spear-leaved goosefoot and field dock on right-of-way. No alteration of drainage patterns observed on right-of-way.",Unresolved,Follow non-chemical weed control plan and monitor in 2011.,,,
85,NE 11-2-4,1215.3 to 1216.2,4372,Soils - Admixing,--,--,Moderate admixing observed on right-of-way during ground reconnaissance.,Unresolved,"Monitor crop growth in 2011. Source and add clean topsoil to address admixing in 2011, if warranted.",,,
85,NE 11-2-4,1215.3 to 1216.2,4372,Soils - Compaction,--,--,Moderate compaction observed on right-of-way during ground reconnaissance.,Unresolved,"Monitor crop growth in 2011.  Alleviate compaction in 2011, if warranted.",,,
85 and 86,NW 12-2-4,1216.2 to 1217.0,4375,"Vegetation – Weeds Land and Resource Use - Pivot Irrigated Land, Organic Farm, Drain Tile",Avoided peak irrigation season. Trench backfilled in lifts. Equipment cleaned prior to entry. Signs installed. No refuelling or waste receptacles installed. No herbicides to control weeds. Preconstruction surveyed construction right-of-way profile prepared. Drain tile locations were determined and a depth survey was conducted. Backfilling around the drain tiles occurred in lifts and each lift was compacted. Moved topsoil pile in spring 2009 where pivot irrigation is present to provide access for irrigation wheels. Prepared surveyed construction right-of-way profile of the reclaimed land.,Potential for weed introduction and spread. Potential for subsidence. Potential for drainage patterns to change.,"Moderate density of false ragweed, lamb’s-quarters and wild buckwheat on right-of-way. No alteration of drainage patterns on right-of-way.",Unresolved,Follow non-chemical weed control plan and monitor in 2011.,,,
86,SW 12-2-4,1217.0 to 1217.1,4378,"Vegetation – Weeds Land and Resource Use - Pivot Irrigated Land, Organic Farm, Drain Tile",Avoided peak irrigation season. Trench backfilled in lifts. Equipment cleaned prior to entry. Signs installed. No refuelling or waste receptacles installed. No herbicides to control weeds. Preconstruction surveyed construction right-of-way profile prepared. Drain tile locations were determined and a depth survey was conducted. Backfilling around the drain tiles occurred in lifts and each lift was compacted. Moved topsoil pile in spring 2009 where pivot irrigation is present to provide access for irrigation wheels. Prepared surveyed construction right-of-way profile of the reclaimed land.,Potential for weed introduction and spread. Potential for subsidence. Potential for drainage patterns to change.,"High density of false ragweed, redroot pigweed, field dock, green smartweed, lamb’s-quarters and absinthe on right-of-way. No alteration of drainage patterns on right-of-way.",Unresolved,Follow non-chemical weed control plan and monitor in 2011.,,,
86,SE 12-2-4,1217.1 to 1217.4,4379 4379.01 4379.02,"Vegetation – Weeds Land and Resource Use - Side-roll Irrigated Land, Organic Farm, Drain Tile",Avoided peak irrigation season. Equipment cleaned prior to entry. Signs installed. No refuelling or waste receptacles installed. No herbicides to control weeds. Preconstruction surveyed construction right-of-way profile prepared. Drain tile locations were determined and a depth survey was conducted. Backfilling around the drain tiles occurred in lifts and each lift was compacted. Moved topsoil pile in spring 2009 where pivot irrigation is present to provide access for irrigation wheels. Prepared surveyed construction right-of-way profile of the reclaimed land.,Potential for weed introduction and spread. Potential for drainage patterns to change.,"High density of lamb’s-quarters, kochia, spear-leaved goosefoot, false ragweed, perennial sow-thistle and field dock on right-of-way. No alteration of drainage patterns on right-of-way.",Unresolved,Follow non-chemical weed control plan and monitor in 2011.,,,
86,SE 12-2-4,1217.55 to 1218.0,4380,Soils - Admixing,Landowner reported that there was subsoil placed on top of topsoil at the road crossing.,Potential admixing and crop growth issues.,Severe admixing on right-of-way.,Unresolved,"Monitor crop growth in 2011. Source and add clean topsoil to address admixing in 2011, if warranted.",,,
86,NW 5-2-3,1219.8 to 1220.6,4386 4387,Soils - Compaction,--,--,Moderate compaction observed on right-of-way during ground reconnaissance.,Unresolved,"Monitor crop growth in 2011. Alleviate compaction, if warranted.",,,
86,NW 5-2-3,1219.8 to 1220.6,4386 4387,Soils - Admixing,--,--,Moderate admixing observed on right-of-way during ground reconnaissance.,Unresolved,"Monitor crop growth in 2011. Source and add clean topsoil to address admixing in 2011, if warranted.",,,
86,NW 5-2-3,1220.1,4386,RSoils - Water Erosion Water Quality and Quantity osenheim Drain,Appropriate vehicle crossing installed - flume and ramp. Trenchless method used. Recontoured banks to preconstruction contours. Seeded bed and banks. Installed Curlex and silt fence on both sides of the removed clay ramp area and crossing.,Potential for erosion/sedimentation until vegetation is established and for alteration of drainage patterns.,Poor vegetation establishment on both banks at right-of-way crossing.,Unresolved,Reseed banks and monitor grass growth in 2011.,,,
86,NW 5-2-3,1220.1,4386,RVegetation – Weeds osenheim Drain,--,--,"High density of spear-leaved goosefoot, leafy spurge, common plantain, field dock and creeping thistle observed on right-of-way during ground reconnaissance.",Unresolved,Follow weed control plan and monitor in 2011.,,,
86,NW 5-2-3,1220.4 to 1220.6,4387,Soils - Shallow Topsoil and Admixing,"Clay exposed in spots and admixing. 450 Dozer replaced mixed soils as transition, bladed good topsoil overtop. All soils replaced to satisfaction.",Potential admixing.,Minor admixing observed on right-of-way.,Unresolved,"Monitor crop growth in 2011. Source and add clean topsoil to address admixing in 2011, if warranted.",,,
