,tableId,rowIndex,vec_pri,vec_sec,soil,vegetation,water,fish,wildlife,species,air,heritage,physical,wetlands,acoustic,navigation,threshold,VECs
87,0b24b1e6-1428-446f-9122-5ba1633aff15,4,3      .  Water Crossings a) disturbance of waterbody substrate and banks  b) approach slope erosion,,0,0,1,0,0,0,0,0,2,3,0,0,0,wetlands
88,0b24b1e6-1428-446f-9122-5ba1633aff15,5,4.  Rare and Endangered Plants,,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
89,0c200808-9563-467f-b74f-2d4b73c53fc4,1,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,0c200808-9563-467f-b74f-2d4b73c53fc4,2,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,0c200808-9563-467f-b74f-2d4b73c53fc4,3,--,Crop growth parameters appeared equal on and off ROW. Access was limited due to adjacent construction and industrial operations.  Soil and landscape parameters were not assessed.,2,1,0,0,0,0,0,0,1,0,0,1,0,soil
91,0c200808-9563-467f-b74f-2d4b73c53fc4,3,--,Crop growth parameters appeared equal on and off ROW. Access was limited due to adjacent construction and industrial operations.  Soil and landscape parameters were not assessed.,2,1,0,0,0,0,0,0,1,0,0,1,0,vegetation
91,0c200808-9563-467f-b74f-2d4b73c53fc4,3,--,Crop growth parameters appeared equal on and off ROW. Access was limited due to adjacent construction and industrial operations.  Soil and landscape parameters were not assessed.,2,1,0,0,0,0,0,0,1,0,0,1,0,physical
91,0c200808-9563-467f-b74f-2d4b73c53fc4,3,--,Crop growth parameters appeared equal on and off ROW. Access was limited due to adjacent construction and industrial operations.  Soil and landscape parameters were not assessed.,2,1,0,0,0,0,0,0,1,0,0,1,0,navigation
92,0c200808-9563-467f-b74f-2d4b73c53fc4,4,--,Crop growth parameters appeared equal on and off ROW. Access was limited due to adjacent construction and industrial operations.  Soil and landscape parameters were not assessed.,2,1,0,0,0,0,0,0,1,0,0,1,0,soil
92,0c200808-9563-467f-b74f-2d4b73c53fc4,4,--,Crop growth parameters appeared equal on and off ROW. Access was limited due to adjacent construction and industrial operations.  Soil and landscape parameters were not assessed.,2,1,0,0,0,0,0,0,1,0,0,1,0,vegetation
92,0c200808-9563-467f-b74f-2d4b73c53fc4,4,--,Crop growth parameters appeared equal on and off ROW. Access was limited due to adjacent construction and industrial operations.  Soil and landscape parameters were not assessed.,2,1,0,0,0,0,0,0,1,0,0,1,0,physical
92,0c200808-9563-467f-b74f-2d4b73c53fc4,4,--,Crop growth parameters appeared equal on and off ROW. Access was limited due to adjacent construction and industrial operations.  Soil and landscape parameters were not assessed.,2,1,0,0,0,0,0,0,1,0,0,1,0,navigation
93,0c200808-9563-467f-b74f-2d4b73c53fc4,5,Vegetation – crop growth,--,1,2,0,0,0,0,0,0,0,0,0,0,0,soil
93,0c200808-9563-467f-b74f-2d4b73c53fc4,5,Vegetation – crop growth,--,1,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
94,0c200808-9563-467f-b74f-2d4b73c53fc4,6,Landscape – contouring*,--,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
95,0c200808-9563-467f-b74f-2d4b73c53fc4,7,Vegetation - weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
96,0c200808-9563-467f-b74f-2d4b73c53fc4,8,Vegetation - establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
97,0c200808-9563-467f-b74f-2d4b73c53fc4,9,Vegetation - weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
98,0c200808-9563-467f-b74f-2d4b73c53fc4,10,Vegetation - weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
99,0c200808-9563-467f-b74f-2d4b73c53fc4,11,Vegetation – crop growth,Crop parameters were equal on and off ROW.,1,2,0,0,0,0,0,0,0,0,0,0,0,soil
99,0c200808-9563-467f-b74f-2d4b73c53fc4,11,Vegetation – crop growth,Crop parameters were equal on and off ROW.,1,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
100,0c200808-9563-467f-b74f-2d4b73c53fc4,12,Vegetation – weeds,"The ROW is adjacent to other utilities. Weeds were observed to be encroaching from areas off ROW. Scentless chamomile, white cockle, and Canada Thistle were observed on and off ROW.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
101,0c200808-9563-467f-b74f-2d4b73c53fc4,13,Vegetation – weeds,Density and distribution of weed species were equal on and off the ROW. Higher densities of scentless chamomile and white cockle were observed off ROW.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
102,0c200808-9563-467f-b74f-2d4b73c53fc4,14,Vegetation – weeds,Density and distribution of weed species were equal on and off the ROW. Higher densities of scentless chamomile and white cockle were observed off ROW.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
103,0c200808-9563-467f-b74f-2d4b73c53fc4,15,Vegetation – crop growth,--,1,2,0,0,0,0,0,0,0,0,0,0,0,soil
103,0c200808-9563-467f-b74f-2d4b73c53fc4,15,Vegetation – crop growth,--,1,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
104,0c200808-9563-467f-b74f-2d4b73c53fc4,16,Vegetation – crop growth,--,1,2,0,0,0,0,0,0,0,0,0,0,0,soil
104,0c200808-9563-467f-b74f-2d4b73c53fc4,16,Vegetation – crop growth,--,1,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
105,0c200808-9563-467f-b74f-2d4b73c53fc4,17,Vegetation - unseeded,--,0,1,0,0,0,0,0,0,0,0,0,0,0,vegetation
106,0c200808-9563-467f-b74f-2d4b73c53fc4,18,Landscape – contouring*,"Wetland is recovering, and vegetation re-establishment has improved. Wetland boundaries have been cultivated.",0,0,0,0,0,0,0,0,2,0,0,0,0,physical
107,0c200808-9563-467f-b74f-2d4b73c53fc4,19,Vegetation – Establishment,Crop parameters were equal on and off the ROW. Crop has established well along the ROW.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
108,0c200808-9563-467f-b74f-2d4b73c53fc4,20,Vegetation –Weeds,Density and distribution of weed species were equal on and off the ROW. Higher densities of white cockle and Canada thistle were observed off ROW.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
109,0c200808-9563-467f-b74f-2d4b73c53fc4,21,Vegetation - Establishment,Subsidence was observed at the pipeline crossing.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
110,0c200808-9563-467f-b74f-2d4b73c53fc4,22,Vegetation - weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
111,0c200808-9563-467f-b74f-2d4b73c53fc4,23,Vegetation - weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
112,0c200808-9563-467f-b74f-2d4b73c53fc4,24,Soil - compaction,--,2,0,0,0,0,0,0,0,0,0,0,0,0,soil
113,0c200808-9563-467f-b74f-2d4b73c53fc4,25,Vegetation - weeds,No increase in weeds were observed.  Remnants of noxious weeds appeared to be controlled and have died off.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
114,0c200808-9563-467f-b74f-2d4b73c53fc4,26,Vegetation - establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
115,0c200808-9563-467f-b74f-2d4b73c53fc4,27,Vegetation - weeds,"Density and distribution of weeds were equal on and off ROW.  Vegetation has re-established well, and appropriate species were observed.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
116,0c200808-9563-467f-b74f-2d4b73c53fc4,28,Landscape - subsidence issue observed by Enbridge,--,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
117,0c200808-9563-467f-b74f-2d4b73c53fc4,29,Vegetation – establishment and weeds,"Density and distribution of vegetation and weed species were equal on and off the ROW. Higher densities of white cockle, perennial sow thistle, scentless chamomile and Canada thistle were observed off ROW.",0,3,0,0,0,0,0,0,0,0,0,0,0,vegetation
118,0c200808-9563-467f-b74f-2d4b73c53fc4,30,Vegetation - weeds,"Density and distribution of vegetation and weed species were equal on and off the ROW between KP 14.660 to KP 15.060.  There were some areas of scentless chamomile observed surrounding the newly built garage (KP 14.700 to KP 14.860) and do not appear to be related to ETH reclamation. Hay was cut, and therefor weeds were not observed between KP 15.070 and KP 15.397. Weed observed on the ROW between KP 15.397 to KP 15.469. Moderate densities of white cockle and perennial sow thistle were observed on ROW.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
119,0c200808-9563-467f-b74f-2d4b73c53fc4,31,Vegetation - establishment,Hay was cut at the time of assessment. Unable to determine vegetation establishment success.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
120,0c200808-9563-467f-b74f-2d4b73c53fc4,32,Vegetation – establishment and weeds,"Vegetation has established well on ROW.  Decreased establishment in swale at KP 15.966 and KP 16.020. Weed issue was observed in the swale at KP 16.020. White cockle, common tansy, stinkweed and lamb’s quarters were observed.",0,3,0,0,0,0,0,0,0,0,0,0,0,vegetation
121,0c200808-9563-467f-b74f-2d4b73c53fc4,33,Landscape - contouring,Contouring issue appeared to be repaired.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
122,0c200808-9563-467f-b74f-2d4b73c53fc4,34,Landscape - subsidence,Contouring issue was repaired.  Vegetation has established well and is on a positive trajectory.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
123,0c200808-9563-467f-b74f-2d4b73c53fc4,35,Vegetation - weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
124,0c200808-9563-467f-b74f-2d4b73c53fc4,36,Vegetation - weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
125,0c200808-9563-467f-b74f-2d4b73c53fc4,37,Vegetation - establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
126,0c200808-9563-467f-b74f-2d4b73c53fc4,38,Vegetation - establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
127,0c200808-9563-467f-b74f-2d4b73c53fc4,39,Vegetation - weeds,Weeds could not be thoroughly assessed due to cut hay. White cockle and Canada thistle were observed at the fence both on and off ROW. The issue was resolved in July 2017. It was unclear if the weed issue was reported to have returned in 2018.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
128,0c200808-9563-467f-b74f-2d4b73c53fc4,40,Vegetation - Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
129,0c200808-9563-467f-b74f-2d4b73c53fc4,41,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
130,0c200808-9563-467f-b74f-2d4b73c53fc4,42,Landscape - Contouring,--,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
131,0c200808-9563-467f-b74f-2d4b73c53fc4,43,Landscape - subsidence,--,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
132,0c200808-9563-467f-b74f-2d4b73c53fc4,44,Vegetation - establishment,Vegetation has established well on the ROW. Vegetation within wetland area is on a positive trajectory.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
133,0c200808-9563-467f-b74f-2d4b73c53fc4,45,Vegetation - establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
134,0c200808-9563-467f-b74f-2d4b73c53fc4,46,Vegetation – weed issue observed by Enbridge,"Wetland vegetation has established well. High densities of noxious weeds accumulating on the berm west of the wetland, however off ROW.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
135,0c200808-9563-467f-b74f-2d4b73c53fc4,47,Vegetation – crop growth,Vegetation has established well on the ROW.,1,2,0,0,0,0,0,0,0,0,0,0,0,soil
135,0c200808-9563-467f-b74f-2d4b73c53fc4,47,Vegetation – crop growth,Vegetation has established well on the ROW.,1,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
136,0c200808-9563-467f-b74f-2d4b73c53fc4,48,Vegetation – weeds,"Weed issue observed on the ROW. Scentless chamomile, white cockle, Canada thistle, perennial sow thistle, lamb’s quarters and narrow-leaved hawk’s beard were observed at higher densities on ROW.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
137,0c200808-9563-467f-b74f-2d4b73c53fc4,49,Vegetation - establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
138,0c200808-9563-467f-b74f-2d4b73c53fc4,50,Vegetation - establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
139,0c200808-9563-467f-b74f-2d4b73c53fc4,51,Vegetation - weeds,High densities of noxious weeds were observed within the wetland.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
140,0c200808-9563-467f-b74f-2d4b73c53fc4,52,Landscape - contouring,Wetland has established well. Contouring is not affecting wetland recovery.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
141,0c200808-9563-467f-b74f-2d4b73c53fc4,53,Vegetation – crop growth,,1,2,0,0,0,0,0,0,0,0,0,0,0,soil
141,0c200808-9563-467f-b74f-2d4b73c53fc4,53,Vegetation – crop growth,,1,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
142,0c200808-9563-467f-b74f-2d4b73c53fc4,54,Vegetation – weeds,High weed growth observed along the edge and within the wetland.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
143,0c200808-9563-467f-b74f-2d4b73c53fc4,55,Vegetation - establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
144,0c200808-9563-467f-b74f-2d4b73c53fc4,56,Landscape – subsidence,The borehole location at KP 21.500 appears to be in a mapped wetland. Subsidence was not observed at the time of the assessment.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
145,0c200808-9563-467f-b74f-2d4b73c53fc4,57,Vegetation - - weeds,Density and distribution of weed species were equal on and off ROW.  Scentless chamomile was not observed at the time of assessment.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
146,0c200808-9563-467f-b74f-2d4b73c53fc4,58,Vegetation - weeds,Wetland has established well.  Some impacts due to grazing.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
147,0c200808-9563-467f-b74f-2d4b73c53fc4,59,Vegetation - establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
148,0c200808-9563-467f-b74f-2d4b73c53fc4,60,Vegetation - weeds,High densities of white cockle and Canada thistle were observed on the ROW compared to off ROW conditions. Alfalfa establishment looks good.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
149,0c200808-9563-467f-b74f-2d4b73c53fc4,61,Vegetation - establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
150,0c200808-9563-467f-b74f-2d4b73c53fc4,62,Vegetation - weeds,Higher density of perennial sow thistle and white cockle observed on ROW when compared to off ROW between KP 23.150 to KP 23.290.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
151,0c200808-9563-467f-b74f-2d4b73c53fc4,63,Landscape – subsidence,A low area was observed over the ETH trench at KP 23.144 to KP 23.189.  Another low area was observed over Line 2 trench at the wetland and fence boundary at KP 23.055. Wetland crew assessed area and did not observe any issues or ponded water. Field crews spoke with landowner. He indicated that an Enbridge representative was visiting that week to discuss subsidence issue.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
152,0c200808-9563-467f-b74f-2d4b73c53fc4,64,Vegetation - establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
153,0c200808-9563-467f-b74f-2d4b73c53fc4,65,Vegetation - weeds,"Patches of absinthe wormwood, Canada thistle and white cockle on the ROW. Most weeds were distributed along Line 2.  Vegetation has established well.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
154,0c200808-9563-467f-b74f-2d4b73c53fc4,66,Vegetation - weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
155,0c200808-9563-467f-b74f-2d4b73c53fc4,67,Vegetation - establishment,"White cockle was observed in low densities on the ROW. However, high densities on adjacent Enbridge ROW were observed.  Vegetation has established well",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
156,0c200808-9563-467f-b74f-2d4b73c53fc4,68,Vegetation - establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
157,0c200808-9563-467f-b74f-2d4b73c53fc4,69,Landscape - erosion,--,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
158,0c200808-9563-467f-b74f-2d4b73c53fc4,70,Landscape - erosion,--,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
159,0c200808-9563-467f-b74f-2d4b73c53fc4,71,Vegetation - weeds,Higher densities of white cockle were observed on adjacent Enbridge ROW. Some encroaching on ETH ROW.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
160,0c200808-9563-467f-b74f-2d4b73c53fc4,72,Vegetation - weeds,Higher densities of white cockle and perennial sow thistle were observed on the ROW.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
161,0c200808-9563-467f-b74f-2d4b73c53fc4,73,Vegetation - establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
162,0c200808-9563-467f-b74f-2d4b73c53fc4,74,Vegetation - weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
163,0c200808-9563-467f-b74f-2d4b73c53fc4,75,Vegetation – weeds and establishment,High densities of white cockle and Canada thistle were observed in low areas at KPs 26.371 and KP 26.440. Weeds are outcompeting vegetation.,0,3,0,0,0,0,0,0,0,0,0,0,0,vegetation
164,0c200808-9563-467f-b74f-2d4b73c53fc4,76,Landscape – subsidence,A shallow depression was observed at KP 26.532.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
165,0c200808-9563-467f-b74f-2d4b73c53fc4,77,Vegetation - establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
166,0c200808-9563-467f-b74f-2d4b73c53fc4,78,Vegetation - weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
167,0c200808-9563-467f-b74f-2d4b73c53fc4,79,Vegetation – crop growth,--,1,2,0,0,0,0,0,0,0,0,0,0,0,soil
167,0c200808-9563-467f-b74f-2d4b73c53fc4,79,Vegetation – crop growth,--,1,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
168,0c200808-9563-467f-b74f-2d4b73c53fc4,80,Landscape - contouring*,--,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
169,0c200808-9563-467f-b74f-2d4b73c53fc4,81,Landscape - contouring,--,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
170,0c200808-9563-467f-b74f-2d4b73c53fc4,82,Landscape - contouring*,--,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
171,0c200808-9563-467f-b74f-2d4b73c53fc4,83,Vegetation - weeds,"Higher densities of white cockle, and narrow-leaved hawk’s beard observed on ROW between KP 27.835 to KP 28.216.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
172,0c200808-9563-467f-b74f-2d4b73c53fc4,84,Vegetation - weeds,Field could not be assessed due to wildlife fencing and locked gates.  High densities of white cockle were observed from the fence boundary.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
173,0c200808-9563-467f-b74f-2d4b73c53fc4,85,Vegetation - weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
174,0c200808-9563-467f-b74f-2d4b73c53fc4,86,Vegetation - weeds,High density and distribution of white cockle was observed on ROW.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
175,0c200808-9563-467f-b74f-2d4b73c53fc4,87,Vegetation - establishment,Vegetation has established well throughout most of the tract.  Reduced vegetation and bare soil was observed at wetland at KP 30.091 to KP 30.060.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
